item,unit,price,currency
Papaya (green),KG,41.3,BDT
Snake gourd,KG,50.0,BDT
Spinach (red),KG,31.3,BDT
"Potatoes (Holland, white)",KG,66.0,BDT
Wheat flour,KG,49.0,BDT
Eggs (brown),1 piece,12.9,BDT
"Fish (live, pangasius)",KG,155.0,BDT
Sugar,KG,129.5,BDT
Oil (palm),L,156.5,BDT
Lentils (masur),KG,129.0,BDT
Chili (green),KG,120.0,BDT
"Garlic (imported, China)",KG,215.8,BDT
Gourd (bottle),KG,48.8,BDT
"Onions (imported, China)",KG,88.8,BDT
Papaya (green),KG,42.5,BDT
Snake gourd,KG,52.5,BDT
Spinach (malabar),KG,35.0,BDT
"Potatoes (Holland, white)",KG,65.8,BDT
Wheat flour,KG,60.0,BDT
"Fish (live, pangasius)",KG,152.5,BDT
"Meat (chicken, broiler)",KG,181.3,BDT
Sugar,KG,121.0,BDT
Oil (palm),L,138.0,BDT
"Oil (soybean, fortified)",L,166.3,BDT
Bananas (ripe),1 piece,5.9,BDT
"Garlic (imported, China)",KG,230.0,BDT
Papaya (green),KG,46.3,BDT
Snake gourd,KG,46.3,BDT
Spinach (malabar),KG,37.5,BDT
Spinach (red),KG,31.3,BDT
"Potatoes (Holland, white)",KG,63.0,BDT
Wheat flour,KG,58.5,BDT
Eggs (brown),1 piece,12.5,BDT
Sugar,KG,123.8,BDT
Oil (palm),L,144.5,BDT
"Oil (soybean, fortified)",L,165.0,BDT
Lentils (masur),KG,138.8,BDT
Bananas (ripe),1 piece,6.3,BDT
Chili (green),KG,135.0,BDT
"Garlic (imported, China)",KG,225.0,BDT
Gourd (bottle),KG,42.5,BDT
"Onions (imported, China)",KG,102.5,BDT
Papaya (green),KG,40.0,BDT
Snake gourd,KG,46.5,BDT
Spinach (malabar),KG,46.3,BDT
Spinach (red),KG,40.0,BDT
Wheat flour,KG,55.5,BDT
Lentils (masur),KG,129.0,BDT
Rice (coarse),KG,60.5,BDT
Wheat flour,KG,63.3,BDT
Oil (palm),L,124.5,BDT
Lentils (masur),KG,108.3,BDT
Rice (coarse),KG,45.8,BDT
Wheat flour,KG,57.5,BDT
Oil (palm),L,127.3,BDT
Lentils (masur),KG,122.3,BDT
Rice (coarse),KG,58.8,BDT
Wheat flour,KG,55.5,BDT
Oil (palm),L,123.5,BDT
Rice (coarse),KG,50.0,BDT
Wheat flour,KG,54.5,BDT
Lentils (masur),KG,137.5,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,59.0,BDT
Oil (palm),L,129.0,BDT
Lentils (masur),KG,109.0,BDT
Rice (coarse),KG,45.0,BDT
Wheat flour,KG,52.0,BDT
Oil (palm),L,126.0,BDT
Lentils (masur),KG,112.5,BDT
Rice (coarse),KG,50.3,BDT
Wheat flour,KG,61.3,BDT
Oil (palm),L,122.5,BDT
Lentils (masur),KG,130.0,BDT
Oil (palm),L,126.5,BDT
Lentils (masur),KG,107.8,BDT
Rice (coarse),KG,46.5,BDT
Wheat flour,KG,62.5,BDT
Lentils (masur),KG,125.0,BDT
Rice (coarse),KG,47.0,BDT
Wheat flour,KG,60.0,BDT
Oil (palm),L,127.0,BDT
Lentils (masur),KG,125.5,BDT
Rice (coarse),KG,50.0,BDT
Wheat flour,KG,58.3,BDT
Oil (palm),L,132.0,BDT
Lentils (masur),KG,132.5,BDT
Rice (coarse),KG,45.5,BDT
Wheat flour,KG,57.5,BDT
Oil (palm),L,130.0,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,51.3,BDT
Lentils (masur),KG,111.0,BDT
Rice (coarse),KG,46.5,BDT
Wheat flour,KG,59.0,BDT
Oil (palm),L,131.0,BDT
Lentils (masur),KG,92.5,BDT
Rice (coarse),KG,51.0,BDT
Oil (palm),L,132.0,BDT
Lentils (masur),KG,110.5,BDT
Rice (coarse),KG,51.0,BDT
Oil (palm),L,131.5,BDT
Rice (coarse),KG,50.0,BDT
Wheat flour,KG,64.5,BDT
Oil (palm),L,133.8,BDT
Lentils (masur),KG,115.0,BDT
Wheat flour,KG,55.0,BDT
Rice (coarse),KG,52.0,BDT
Wheat flour,KG,52.0,BDT
Oil (palm),L,132.5,BDT
Lentils (masur),KG,106.5,BDT
Oil (palm),L,129.0,BDT
Wheat flour,KG,56.8,BDT
Lentils (masur),KG,107.5,BDT
Wheat flour,KG,59.0,BDT
Oil (palm),L,127.5,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,51.0,BDT
Lentils (masur),KG,107.5,BDT
Lentils (masur),KG,107.5,BDT
Wheat flour,KG,59.0,BDT
Lentils (masur),KG,137.5,BDT
Rice (coarse),KG,53.0,BDT
Wheat flour,KG,54.3,BDT
Lentils (masur),KG,108.8,BDT
Rice (coarse),KG,46.8,BDT
Oil (palm),L,121.0,BDT
Lentils (masur),KG,110.0,BDT
Oil (palm),L,127.5,BDT
Rice (coarse),KG,52.0,BDT
Wheat flour,KG,44.5,BDT
Oil (palm),L,133.5,BDT
Lentils (masur),KG,147.5,BDT
Rice (coarse),KG,43.3,BDT
Oil (palm),L,133.0,BDT
Lentils (masur),KG,104.3,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,55.3,BDT
Rice (coarse),KG,50.5,BDT
Wheat flour,KG,57.8,BDT
Oil (palm),L,125.8,BDT
Rice (coarse),KG,48.0,BDT
Wheat flour,KG,64.5,BDT
Oil (palm),L,124.0,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,57.3,BDT
Rice (coarse),KG,46.5,BDT
Wheat flour,KG,56.0,BDT
Oil (palm),L,129.0,BDT
Lentils (masur),KG,109.0,BDT
Rice (coarse),KG,51.5,BDT
Wheat flour,KG,51.0,BDT
Oil (palm),L,130.0,BDT
Rice (coarse),KG,51.0,BDT
Wheat flour,KG,53.0,BDT
Oil (palm),L,124.5,BDT
Lentils (masur),KG,123.5,BDT
Rice (coarse),KG,47.3,BDT
Wheat flour,KG,58.8,BDT
Lentils (masur),KG,140.8,BDT
Wheat flour,KG,58.0,BDT
Lentils (masur),KG,132.5,BDT
Rice (coarse),KG,44.0,BDT
Oil (palm),L,127.5,BDT
Lentils (masur),KG,141.3,BDT
Oil (palm),L,125.8,BDT
Rice (coarse),KG,44.0,BDT
Wheat flour,KG,54.5,BDT
Lentils (masur),KG,139.0,BDT
Rice (coarse),KG,50.0,BDT
Wheat flour,KG,51.0,BDT
Oil (palm),L,128.0,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,40.3,BDT
Lentils (masur),KG,107.5,BDT
Wheat flour,KG,54.5,BDT
Oil (palm),L,124.5,BDT
Lentils (masur),KG,112.5,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,56.3,BDT
Oil (palm),L,123.0,BDT
Lentils (masur),KG,112.5,BDT
Wheat flour,KG,57.0,BDT
Oil (palm),L,127.0,BDT
Rice (coarse),KG,47.8,BDT
Wheat flour,KG,52.5,BDT
Oil (palm),L,124.5,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,47.8,BDT
Wheat flour,KG,56.5,BDT
Oil (palm),L,125.0,BDT
Wheat flour,KG,58.3,BDT
Oil (palm),L,125.0,BDT
Lentils (masur),KG,108.3,BDT
Rice (coarse),KG,46.8,BDT
Wheat flour,KG,52.0,BDT
Oil (palm),L,126.8,BDT
Lentils (masur),KG,112.5,BDT
Rice (coarse),KG,44.5,BDT
Oil (palm),L,127.0,BDT
Lentils (masur),KG,111.0,BDT
Rice (coarse),KG,44.0,BDT
Wheat flour,KG,55.3,BDT
Oil (palm),L,125.0,BDT
Rice (coarse),KG,46.5,BDT
Wheat flour,KG,51.0,BDT
Lentils (masur),KG,126.3,BDT
Wheat flour,KG,53.5,BDT
Lentils (masur),KG,109.0,BDT
Rice (coarse),KG,46.3,BDT
Wheat flour,KG,52.3,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,44.5,BDT
Oil (palm),L,125.0,BDT
Wheat flour,KG,55.5,BDT
Lentils (masur),KG,130.0,BDT
Wheat flour,KG,63.0,BDT
Oil (palm),L,136.3,BDT
Lentils (masur),KG,131.3,BDT
Rice (coarse),KG,49.5,BDT
Wheat flour,KG,64.0,BDT
Lentils (masur),KG,132.5,BDT
Rice (coarse),KG,55.5,BDT
Wheat flour,KG,55.5,BDT
Oil (palm),L,130.8,BDT
Lentils (masur),KG,131.0,BDT
Rice (coarse),KG,67.0,BDT
Wheat flour,KG,64.5,BDT
Lentils (masur),KG,107.8,BDT
Oil (palm),L,126.3,BDT
Lentils (masur),KG,123.0,BDT
Rice (coarse),KG,66.5,BDT
Wheat flour,KG,55.5,BDT
Wheat flour,KG,54.5,BDT
Oil (palm),L,129.0,BDT
Lentils (masur),KG,132.5,BDT
Oil (palm),L,126.3,BDT
Lentils (masur),KG,109.0,BDT
Rice (coarse),KG,57.0,BDT
Wheat flour,KG,52.0,BDT
Oil (palm),L,126.0,BDT
Rice (coarse),KG,53.0,BDT
Wheat flour,KG,59.0,BDT
Oil (palm),L,122.5,BDT
Lentils (masur),KG,130.0,BDT
Oil (palm),L,126.5,BDT
Lentils (masur),KG,111.0,BDT
Lentils (masur),KG,125.0,BDT
Rice (coarse),KG,47.0,BDT
Wheat flour,KG,61.0,BDT
Oil (palm),L,127.0,BDT
Lentils (masur),KG,126.0,BDT
Oil (palm),L,130.3,BDT
Lentils (masur),KG,132.5,BDT
Rice (coarse),KG,67.5,BDT
Wheat flour,KG,57.5,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,54.5,BDT
Wheat flour,KG,59.0,BDT
Oil (palm),L,131.0,BDT
Lentils (masur),KG,115.0,BDT
Rice (coarse),KG,59.0,BDT
Oil (palm),L,133.0,BDT
Lentils (masur),KG,111.3,BDT
Wheat flour,KG,64.0,BDT
Oil (palm),L,127.3,BDT
Lentils (masur),KG,120.0,BDT
Rice (coarse),KG,60.0,BDT
Wheat flour,KG,66.5,BDT
Oil (palm),L,137.5,BDT
Lentils (masur),KG,111.0,BDT
Wheat flour,KG,57.5,BDT
Oil (palm),L,137.3,BDT
Rice (coarse),KG,53.0,BDT
Oil (palm),L,132.0,BDT
Lentils (masur),KG,108.5,BDT
Wheat flour,KG,60.0,BDT
Oil (palm),L,127.0,BDT
Lentils (masur),KG,110.0,BDT
Wheat flour,KG,54.5,BDT
Lentils (masur),KG,107.3,BDT
Wheat flour,KG,59.0,BDT
Oil (palm),L,128.3,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,51.0,BDT
Wheat flour,KG,54.5,BDT
Oil (palm),L,141.8,BDT
Lentils (masur),KG,107.5,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,51.0,BDT
Wheat flour,KG,55.8,BDT
Lentils (masur),KG,139.0,BDT
Wheat flour,KG,55.0,BDT
Lentils (masur),KG,137.5,BDT
Rice (coarse),KG,54.5,BDT
Wheat flour,KG,57.5,BDT
Oil (palm),L,122.8,BDT
Rice (coarse),KG,49.0,BDT
Oil (palm),L,121.0,BDT
Oil (palm),L,137.5,BDT
Rice (coarse),KG,51.0,BDT
Wheat flour,KG,53.5,BDT
Oil (palm),L,130.8,BDT
Lentils (masur),KG,147.0,BDT
Wheat flour,KG,52.5,BDT
Lentils (masur),KG,106.0,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,55.0,BDT
Lentils (masur),KG,115.0,BDT
Rice (coarse),KG,50.0,BDT
Rice (coarse),KG,48.5,BDT
Wheat flour,KG,64.5,BDT
Oil (palm),L,124.0,BDT
Rice (coarse),KG,51.0,BDT
Wheat flour,KG,57.5,BDT
Oil (palm),L,126.0,BDT
Rice (coarse),KG,46.0,BDT
Lentils (masur),KG,108.0,BDT
Wheat flour,KG,56.0,BDT
Oil (palm),L,126.0,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,54.5,BDT
Lentils (masur),KG,109.0,BDT
Wheat flour,KG,51.0,BDT
Oil (palm),L,130.0,BDT
Lentils (masur),KG,115.0,BDT
Rice (coarse),KG,51.0,BDT
Wheat flour,KG,53.0,BDT
Oil (palm),L,125.0,BDT
Lentils (masur),KG,119.3,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,61.0,BDT
Oil (palm),L,126.3,BDT
Rice (coarse),KG,47.5,BDT
Wheat flour,KG,59.0,BDT
Lentils (masur),KG,139.0,BDT
Rice (coarse),KG,43.0,BDT
Wheat flour,KG,52.5,BDT
Oil (palm),L,125.5,BDT
Lentils (masur),KG,150.0,BDT
Wheat flour,KG,55.0,BDT
Oil (palm),L,127.0,BDT
Lentils (masur),KG,140.25,BDT
Lentils (masur),KG,125.8,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,53.0,BDT
Oil (palm),L,129.0,BDT
Lentils (masur),KG,109.0,BDT
Rice (coarse),KG,41.0,BDT
Oil (palm),L,124.5,BDT
Lentils (masur),KG,107.5,BDT
Wheat flour,KG,54.5,BDT
Lentils (masur),KG,112.5,BDT
Rice (coarse),KG,49.0,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,52.5,BDT
Oil (palm),L,123.8,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,48.5,BDT
Wheat flour,KG,56.5,BDT
Oil (palm),L,124.5,BDT
Rice (coarse),KG,47.5,BDT
Wheat flour,KG,57.5,BDT
Oil (palm),L,127.5,BDT
Rice (coarse),KG,46.0,BDT
Wheat flour,KG,53.0,BDT
Oil (palm),L,129.0,BDT
Lentils (masur),KG,118.8,BDT
Rice (coarse),KG,44.0,BDT
Wheat flour,KG,56.5,BDT
Oil (palm),L,126.0,BDT
Lentils (masur),KG,109.3,BDT
Rice (coarse),KG,44.5,BDT
Rice (coarse),KG,46.5,BDT
Wheat flour,KG,51.0,BDT
Lentils (masur),KG,112.5,BDT
Wheat flour,KG,53.5,BDT
Oil (palm),L,129.0,BDT
Lentils (masur),KG,109.0,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,46.0,BDT
Oil (palm),L,123.0,BDT
Rice (coarse),KG,45.5,BDT
Wheat flour,KG,61.0,BDT
Lentils (masur),KG,127.5,BDT
Wheat flour,KG,62.5,BDT
Oil (palm),L,138.8,BDT
Wheat flour,KG,55.5,BDT
Oil (palm),L,135.3,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,64.0,BDT
Lentils (masur),KG,135.0,BDT
Wheat flour,KG,55.5,BDT
Oil (palm),L,135.0,BDT
Wheat flour,KG,60.5,BDT
Oil (palm),L,124.5,BDT
Lentils (masur),KG,108.3,BDT
Rice (coarse),KG,48.0,BDT
Wheat flour,KG,57.5,BDT
Oil (palm),L,130.0,BDT
Lentils (masur),KG,123.0,BDT
Wheat flour,KG,55.5,BDT
Oil (palm),L,126.3,BDT
Rice (coarse),KG,52.5,BDT
Oil (palm),L,130.0,BDT
Lentils (masur),KG,132.5,BDT
Rice (coarse),KG,51.0,BDT
Wheat flour,KG,57.5,BDT
Oil (palm),L,128.3,BDT
Lentils (masur),KG,108.5,BDT
Rice (coarse),KG,45.0,BDT
Wheat flour,KG,52.0,BDT
Oil (palm),L,125.5,BDT
Lentils (masur),KG,115.0,BDT
Rice (coarse),KG,51.3,BDT
Lentils (masur),KG,130.0,BDT
Rice (coarse),KG,48.0,BDT
Wheat flour,KG,57.0,BDT
Oil (palm),L,125.0,BDT
Lentils (masur),KG,109.3,BDT
Wheat flour,KG,58.0,BDT
Oil (palm),L,125.5,BDT
Lentils (masur),KG,125.0,BDT
Rice (coarse),KG,47.88,BDT
Wheat flour,KG,58.3,BDT
Oil (palm),L,128.0,BDT
Rice (coarse),KG,48.9,BDT
Wheat flour,KG,56.0,BDT
Oil (palm),L,128.8,BDT
Lentils (masur),KG,132.5,BDT
Oil (palm),L,127.5,BDT
Lentils (masur),KG,108.3,BDT
Rice (coarse),KG,51.0,BDT
Wheat flour,KG,56.0,BDT
Oil (palm),L,129.0,BDT
Lentils (masur),KG,109.0,BDT
Oil (palm),L,131.0,BDT
Lentils (masur),KG,94.3,BDT
Wheat flour,KG,61.0,BDT
Oil (palm),L,133.0,BDT
Rice (coarse),KG,51.25,BDT
Wheat flour,KG,57.5,BDT
Oil (palm),L,125.0,BDT
Lentils (masur),KG,120.0,BDT
Rice (coarse),KG,47.5,BDT
Oil (palm),L,133.5,BDT
Lentils (masur),KG,115.0,BDT
Rice (coarse),KG,49.0,BDT
Oil (palm),L,121.0,BDT
Lentils (masur),KG,108.5,BDT
Wheat flour,KG,52.0,BDT
Rice (coarse),KG,49.5,BDT
Oil (palm),L,127.0,BDT
Lentils (masur),KG,110.0,BDT
Wheat flour,KG,52.0,BDT
Oil (palm),L,131.5,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,47.0,BDT
Wheat flour,KG,54.3,BDT
Oil (palm),L,129.0,BDT
Lentils (masur),KG,108.5,BDT
Oil (palm),L,144.5,BDT
Lentils (masur),KG,107.5,BDT
Wheat flour,KG,54.0,BDT
Wheat flour,KG,59.0,BDT
Wheat flour,KG,54.0,BDT
Oil (palm),L,138.0,BDT
Lentils (masur),KG,139.0,BDT
Oil (palm),L,121.3,BDT
Lentils (masur),KG,110.0,BDT
Rice (coarse),KG,49.0,BDT
Oil (palm),L,124.3,BDT
Rice (coarse),KG,53.0,BDT
Oil (palm),L,135.0,BDT
Lentils (masur),KG,107.5,BDT
Wheat flour,KG,53.5,BDT
Oil (palm),L,128.0,BDT
Oil (palm),L,134.5,BDT
Lentils (masur),KG,106.0,BDT
Oil (palm),L,127.3,BDT
Rice (coarse),KG,52.0,BDT
Rice (coarse),KG,47.25,BDT
Wheat flour,KG,66.5,BDT
Lentils (masur),KG,107.5,BDT
Wheat flour,KG,55.3,BDT
Oil (palm),L,129.8,BDT
Lentils (masur),KG,111.0,BDT
Wheat flour,KG,50.3,BDT
Rice (coarse),KG,48.0,BDT
Wheat flour,KG,53.5,BDT
Oil (palm),L,128.5,BDT
Lentils (masur),KG,125.0,BDT
Wheat flour,KG,53.0,BDT
Lentils (masur),KG,109.0,BDT
Wheat flour,KG,51.8,BDT
Oil (palm),L,130.0,BDT
Lentils (masur),KG,107.5,BDT
Lentils (masur),KG,115.0,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,55.8,BDT
Oil (palm),L,130.5,BDT
Rice (coarse),KG,48.0,BDT
Wheat flour,KG,59.0,BDT
Oil (palm),L,125.5,BDT
Lentils (masur),KG,132.5,BDT
Rice (coarse),KG,44.65,BDT
Wheat flour,KG,52.5,BDT
Oil (palm),L,124.5,BDT
Lentils (masur),KG,138.8,BDT
Rice (coarse),KG,45.5,BDT
Wheat flour,KG,49.5,BDT
Oil (palm),L,127.0,BDT
Wheat flour,KG,60.0,BDT
Oil (palm),L,125.0,BDT
Lentils (masur),KG,112.5,BDT
Rice (coarse),KG,51.8,BDT
Wheat flour,KG,47.3,BDT
Oil (palm),L,128.0,BDT
Wheat flour,KG,49.0,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,47.62,BDT
Wheat flour,KG,54.5,BDT
Oil (palm),L,127.3,BDT
Lentils (masur),KG,110.8,BDT
Wheat flour,KG,53.0,BDT
Oil (palm),L,125.5,BDT
Wheat flour,KG,57.0,BDT
Oil (palm),L,130.5,BDT
Rice (coarse),KG,48.5,BDT
Wheat flour,KG,52.5,BDT
Lentils (masur),KG,107.5,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,46.52,BDT
Wheat flour,KG,54.0,BDT
Lentils (masur),KG,112.5,BDT
Rice (coarse),KG,46.5,BDT
Wheat flour,KG,51.0,BDT
Oil (palm),L,126.0,BDT
Lentils (masur),KG,145.0,BDT
Rice (coarse),KG,45.5,BDT
Wheat flour,KG,56.5,BDT
Lentils (masur),KG,110.8,BDT
Rice (coarse),KG,44.75,BDT
Wheat flour,KG,53.5,BDT
Oil (palm),L,122.5,BDT
Rice (coarse),KG,45.5,BDT
Wheat flour,KG,51.0,BDT
Lentils (masur),KG,110.8,BDT
Rice (coarse),KG,48.5,BDT
Wheat flour,KG,54.5,BDT
Oil (palm),L,132.5,BDT
Lentils (masur),KG,112.5,BDT
Rice (coarse),KG,47.3,BDT
Wheat flour,KG,53.5,BDT
Oil (palm),L,126.3,BDT
Wheat flour,KG,57.5,BDT
Oil (palm),L,122.8,BDT
Lentils (masur),KG,112.5,BDT
Rice (coarse),KG,47.88,BDT
Oil (palm),L,127.5,BDT
Lentils (masur),KG,122.5,BDT
Rice (coarse),KG,49.5,BDT
Oil (palm),L,136.3,BDT
Wheat flour,KG,57.5,BDT
Lentils (masur),KG,129.8,BDT
Rice (coarse),KG,49.0,BDT
Oil (palm),L,134.5,BDT
Lentils (masur),KG,137.5,BDT
Wheat flour,KG,55.5,BDT
Oil (palm),L,139.0,BDT
Wheat flour,KG,60.5,BDT
Oil (palm),L,124.5,BDT
Wheat flour,KG,57.5,BDT
Oil (palm),L,131.0,BDT
Wheat flour,KG,55.5,BDT
Rice (coarse),KG,52.5,BDT
Oil (palm),L,131.0,BDT
Lentils (masur),KG,135.0,BDT
Rice (coarse),KG,51.0,BDT
Oil (palm),L,134.3,BDT
Rice (coarse),KG,45.0,BDT
Wheat flour,KG,52.0,BDT
Oil (palm),L,125.0,BDT
Rice (coarse),KG,51.3,BDT
Wheat flour,KG,63.5,BDT
Oil (palm),L,126.0,BDT
Lentils (masur),KG,130.0,BDT
Rice (coarse),KG,48.0,BDT
Wheat flour,KG,57.0,BDT
Oil (palm),L,125.0,BDT
Lentils (masur),KG,107.5,BDT
Wheat flour,KG,58.0,BDT
Lentils (masur),KG,125.0,BDT
Wheat flour,KG,58.3,BDT
Oil (palm),L,129.0,BDT
Lentils (masur),KG,125.0,BDT
Rice (coarse),KG,48.9,BDT
Wheat flour,KG,57.8,BDT
Lentils (masur),KG,132.5,BDT
Oil (palm),L,127.5,BDT
Lentils (masur),KG,109.0,BDT
Rice (coarse),KG,51.0,BDT
Wheat flour,KG,56.0,BDT
Oil (palm),L,129.0,BDT
Wheat flour,KG,56.8,BDT
Oil (palm),L,131.0,BDT
Lentils (masur),KG,97.5,BDT
Oil (palm),L,133.0,BDT
Rice (coarse),KG,51.25,BDT
Oil (palm),L,125.0,BDT
Lentils (masur),KG,112.5,BDT
Rice (coarse),KG,47.5,BDT
Oil (palm),L,133.5,BDT
Lentils (masur),KG,115.0,BDT
Rice (coarse),KG,49.0,BDT
Oil (palm),L,121.0,BDT
Wheat flour,KG,52.0,BDT
Oil (palm),L,133.5,BDT
Oil (palm),L,127.0,BDT
Lentils (masur),KG,110.0,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,47.0,BDT
Wheat flour,KG,54.3,BDT
Rice (coarse),KG,50.5,BDT
Wheat flour,KG,54.5,BDT
Oil (palm),L,144.5,BDT
Lentils (masur),KG,108.3,BDT
Lentils (masur),KG,109.0,BDT
Wheat flour,KG,59.0,BDT
Lentils (masur),KG,137.0,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,54.0,BDT
Oil (palm),L,138.0,BDT
Lentils (masur),KG,139.0,BDT
Rice (coarse),KG,54.9,BDT
Oil (palm),L,129.5,BDT
Lentils (masur),KG,127.5,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,53.5,BDT
Lentils (masur),KG,111.0,BDT
Rice (coarse),KG,53.0,BDT
Oil (palm),L,137.5,BDT
Lentils (masur),KG,107.5,BDT
Wheat flour,KG,53.5,BDT
Lentils (masur),KG,147.5,BDT
Oil (palm),L,136.8,BDT
Lentils (masur),KG,106.0,BDT
Wheat flour,KG,54.0,BDT
Rice (coarse),KG,51.75,BDT
Wheat flour,KG,55.0,BDT
Rice (coarse),KG,51.0,BDT
Wheat flour,KG,55.3,BDT
Oil (palm),L,133.3,BDT
Lentils (masur),KG,113.5,BDT
Wheat flour,KG,55.0,BDT
Rice (coarse),KG,48.0,BDT
Wheat flour,KG,53.5,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,53.0,BDT
Rice (coarse),KG,47.88,BDT
Wheat flour,KG,51.8,BDT
Oil (palm),L,130.0,BDT
Lentils (masur),KG,115.0,BDT
Oil (palm),L,130.0,BDT
Lentils (masur),KG,115.0,BDT
Rice (coarse),KG,49.0,BDT
Oil (palm),L,133.5,BDT
Rice (coarse),KG,48.0,BDT
Wheat flour,KG,59.0,BDT
Oil (palm),L,125.5,BDT
Lentils (masur),KG,132.5,BDT
Wheat flour,KG,52.5,BDT
Wheat flour,KG,49.5,BDT
Rice (coarse),KG,45.5,BDT
Wheat flour,KG,60.0,BDT
Oil (palm),L,125.0,BDT
Lentils (masur),KG,112.5,BDT
Rice (coarse),KG,51.8,BDT
Wheat flour,KG,47.3,BDT
Oil (palm),L,127.0,BDT
Rice (coarse),KG,39.5,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,47.38,BDT
Rice (coarse),KG,50.0,BDT
Wheat flour,KG,53.0,BDT
Oil (palm),L,125.5,BDT
Wheat flour,KG,57.0,BDT
Oil (palm),L,135.0,BDT
Rice (coarse),KG,48.5,BDT
Wheat flour,KG,52.5,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,49.0,BDT
Oil (palm),L,130.0,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,46.52,BDT
Wheat flour,KG,54.0,BDT
Oil (palm),L,133.0,BDT
Lentils (masur),KG,112.5,BDT
Rice (coarse),KG,46.5,BDT
Wheat flour,KG,51.0,BDT
Lentils (masur),KG,135.0,BDT
Rice (coarse),KG,45.3,BDT
Wheat flour,KG,56.5,BDT
Oil (palm),L,130.3,BDT
Lentils (masur),KG,110.8,BDT
Rice (coarse),KG,44.75,BDT
Wheat flour,KG,53.5,BDT
Oil (palm),L,122.5,BDT
Rice (coarse),KG,46.5,BDT
Wheat flour,KG,51.0,BDT
Lentils (masur),KG,109.0,BDT
Rice (coarse),KG,48.5,BDT
Wheat flour,KG,54.5,BDT
Oil (palm),L,132.5,BDT
Lentils (masur),KG,109.0,BDT
Rice (coarse),KG,47.3,BDT
Wheat flour,KG,53.5,BDT
Wheat flour,KG,57.5,BDT
Oil (palm),L,125.0,BDT
Lentils (masur),KG,112.5,BDT
Rice (coarse),KG,47.88,BDT
Wheat flour,KG,61.0,BDT
Oil (palm),L,127.3,BDT
Lentils (masur),KG,130.0,BDT
Rice (coarse),KG,49.5,BDT
Lentils (masur),KG,131.3,BDT
Wheat flour,KG,62.5,BDT
Lentils (masur),KG,129.8,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,63.5,BDT
Lentils (masur),KG,135.0,BDT
Wheat flour,KG,55.5,BDT
Oil (palm),L,136.0,BDT
Lentils (masur),KG,131.0,BDT
Rice (coarse),KG,58.25,BDT
Wheat flour,KG,53.0,BDT
Oil (palm),L,129.0,BDT
Lentils (masur),KG,108.3,BDT
Oil (palm),L,131.0,BDT
Lentils (masur),KG,122.0,BDT
Rice (coarse),KG,58.25,BDT
Wheat flour,KG,53.0,BDT
Oil (palm),L,129.0,BDT
Wheat flour,KG,54.5,BDT
Wheat flour,KG,54.8,BDT
Wheat flour,KG,52.0,BDT
Oil (palm),L,125.0,BDT
Lentils (masur),KG,11.0,BDT
Wheat flour,KG,60.0,BDT
Oil (palm),L,126.3,BDT
Lentils (masur),KG,70.3,BDT
Wheat flour,KG,58.0,BDT
Oil (palm),L,125.0,BDT
Lentils (masur),KG,105.2,BDT
Rice (coarse),KG,47.25,BDT
Wheat flour,KG,55.0,BDT
Oil (palm),L,130.5,BDT
Lentils (masur),KG,111.8,BDT
Rice (coarse),KG,45.94,BDT
Wheat flour,KG,55.0,BDT
